Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Kohl's,OFF-AR-10001958,Los Angeles,Men's Street Footwear,$35.00 ,800,"$2,80,000 ","$1,12,000 ",40%
Kohl's,OFF-AR-10001026,Los Angeles,Men's Athletic Footwear,$45.00 ,650,"$2,92,500 ","$73,125 ",25%
Kohl's,FUR-TA-10003748,Los Angeles,Women's Street Footwear,$45.00 ,650,"$2,92,500 ","$1,17,000 ",40%
Kohl's,OFF-ST-10002485,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$2,47,500 ","$86,625 ",35%
Kohl's,FUR-CH-10004860,Los Angeles,Men's Apparel,$50.00 ,425,"$2,12,500 ","$1,16,875 ",55%
Kohl's,FUR-CH-10004477,Los Angeles,Women's Apparel,$45.00 ,625,"$2,81,250 ","$56,250 ",20%
Kohl's,OFF-BI-10001679,Los Angeles,Men's Street Footwear,$45.00 ,800,"$3,60,000 ","$1,44,000 ",40%
Kohl's,FUR-TA-10001705,Los Angeles,Men's Athletic Footwear,$50.00 ,600,"$3,00,000 ","$75,000 ",25%
Kohl's,FUR-TA-10003473,Los Angeles,Women's Street Footwear,$50.00 ,625,"$3,12,500 ","$1,25,000 ",40%
Kohl's,OFF-BI-10001679,Los Angeles,Women's Athletic Footwear,$45.00 ,525,"$2,36,250 ","$82,688 ",35%
Kohl's,FUR-FU-10004017,Los Angeles,Men's Apparel,$50.00 ,425,"$2,12,500 ","$1,16,875 ",55%
Kohl's,TEC-AC-10003832,Los Angeles,Women's Apparel,$65.00 ,600,"$3,90,000 ","$78,000 ",20%
Kohl's,OFF-PA-10002479,Los Angeles,Men's Street Footwear,$45.00 ,800,"$3,60,000 ","$1,44,000 ",40%
Kohl's,OFF-PA-10003349,Los Angeles,Men's Athletic Footwear,$50.00 ,650,"$3,25,000 ","$81,250 ",25%
Kohl's,FUR-FU-10000576,Los Angeles,Women's Street Footwear,$50.00 ,650,"$3,25,000 ","$1,30,000 ",40%
Kohl's,FUR-FU-10004351,Los Angeles,Women's Athletic Footwear,$45.00 ,550,"$2,47,500 ","$86,625 ",35%
Kohl's,TEC-PH-10000011,Los Angeles,Men's Apparel,$50.00 ,450,"$2,25,000 ","$1,23,750 ",55%
Kohl's,FUR-TA-10002607,Los Angeles,Women's Apparel,$65.00 ,625,"$4,06,250 ","$81,250 ",20%
Kohl's,FUR-FU-10002505,Los Angeles,Men's Street Footwear,$45.00 ,900,"$4,05,000 ","$1,62,000 ",40%
Kohl's,OFF-AR-10004685,Los Angeles,Men's Athletic Footwear,$50.00 ,750,"$3,75,000 ","$93,750 ",25%
Kohl's,FUR-CH-10004063,Los Angeles,Women's Street Footwear,$50.00 ,750,"$3,75,000 ","$1,50,000 ",40%
Kohl's,OFF-ST-10002276,Los Angeles,Women's Athletic Footwear,$45.00 ,625,"$2,81,250 ","$98,438 ",35%
Kohl's,OFF-PA-10004082,Los Angeles,Men's Apparel,$50.00 ,500,"$2,50,000 ","$1,37,500 ",55%
Kohl's,OFF-AP-10002945,Los Angeles,Women's Apparel,$65.00 ,800,"$5,20,000 ","$1,04,000 ",20%
Kohl's,OFF-PA-10000061,Los Angeles,Men's Street Footwear,$45.00 ,950,"$4,27,500 ","$1,71,000 ",40%
Kohl's,FUR-CH-10002965,Los Angeles,Men's Athletic Footwear,$50.00 ,800,"$4,00,000 ","$1,00,000 ",25%
Kohl's,OFF-PA-10004569,Los Angeles,Women's Street Footwear,$50.00 ,750,"$3,75,000 ","$1,50,000 ",40%
Kohl's,TEC-AC-10003832,Los Angeles,Women's Athletic Footwear,$45.00 ,650,"$2,92,500 ","$1,02,375 ",35%
Kohl's,OFF-ST-10001228,Los Angeles,Men's Apparel,$50.00 ,700,"$3,50,000 ","$1,92,500 ",55%
Kohl's,OFF-EN-10003296,Los Angeles,Women's Apparel,$65.00 ,700,"$4,55,000 ","$91,000 ",20%
Kohl's,FUR-FU-10002505,Los Angeles,Men's Street Footwear,$50.00 ,900,"$4,50,000 ","$1,80,000 ",40%
Kohl's,OFF-ST-10004804,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$4,67,500 ","$1,16,875 ",25%
Kohl's,OFF-ST-10001590,Los Angeles,Women's Street Footwear,$50.00 ,725,"$3,62,500 ","$1,45,000 ",40%
Kohl's,TEC-PH-10001580,Los Angeles,Women's Athletic Footwear,$50.00 ,675,"$3,37,500 ","$1,18,125 ",35%
Kohl's,TEC-AC-10000290,Los Angeles,Men's Apparel,$60.00 ,675,"$4,05,000 ","$2,22,750 ",55%
Kohl's,OFF-ST-10002790,Los Angeles,Women's Apparel,$65.00 ,650,"$4,22,500 ","$84,500 ",20%
Kohl's,OFF-BI-10003460,Los Angeles,Men's Street Footwear,$50.00 ,850,"$4,25,000 ","$1,70,000 ",40%
Kohl's,OFF-AP-10002203,Los Angeles,Men's Athletic Footwear,$55.00 ,850,"$4,67,500 ","$1,16,875 ",25%
Kohl's,TEC-MA-10000822,Los Angeles,Women's Street Footwear,$50.00 ,700,"$3,50,000 ","$1,40,000 ",40%
Kohl's,TEC-MA-10003353,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$3,25,000 ","$1,13,750 ",35%
Kohl's,TEC-PH-10001433,Los Angeles,Men's Apparel,$60.00 ,650,"$3,90,000 ","$2,14,500 ",55%
Kohl's,TEC-AC-10004469,Los Angeles,Women's Apparel,$65.00 ,700,"$4,55,000 ","$91,000 ",20%
Kohl's,OFF-AR-10003602,Los Angeles,Men's Street Footwear,$50.00 ,800,"$4,00,000 ","$1,60,000 ",40%
Kohl's,OFF-FA-10003472,Los Angeles,Men's Athletic Footwear,$55.00 ,800,"$4,40,000 ","$1,10,000 ",25%
Kohl's,OFF-ST-10004180,Los Angeles,Women's Street Footwear,$50.00 ,650,"$3,25,000 ","$1,30,000 ",40%
Kohl's,OFF-EN-10004386,Los Angeles,Women's Athletic Footwear,$50.00 ,625,"$3,12,500 ","$1,09,375 ",35%
Kohl's,OFF-ST-10003208,Los Angeles,Men's Apparel,$60.00 ,600,"$3,60,000 ","$1,98,000 ",55%
Kohl's,TEC-AC-10003628,Los Angeles,Women's Apparel,$65.00 ,650,"$4,22,500 ","$84,500 ",20%
Kohl's,FUR-FU-10003274,Los Angeles,Men's Street Footwear,$50.00 ,825,"$4,12,500 ","$1,65,000 ",40%
Kohl's,OFF-BI-10002557,Los Angeles,Men's Athletic Footwear,$55.00 ,825,"$4,53,750 ","$1,13,438 ",25%
Kohl's,OFF-PA-10002615,Los Angeles,Women's Street Footwear,$50.00 ,675,"$3,37,500 ","$1,35,000 ",40%
Kohl's,OFF-AR-10001427,Los Angeles,Women's Athletic Footwear,$50.00 ,650,"$3,25,000 ","$1,13,750 ",35%
Kohl's,OFF-PA-10000673,Los Angeles,Men's Apparel,$60.00 ,600,"$3,60,000 ","$1,98,000 ",55%
Kohl's,OFF-PA-10004470,Los Angeles,Women's Apparel,$65.00 ,700,"$4,55,000 ","$91,000 ",20%
Kohl's,OFF-ST-10000876,Los Angeles,Men's Street Footwear,$50.00 ,900,"$4,50,000 ","$1,80,000 ",40%
Kohl's,OFF-LA-10002043,Los Angeles,Men's Athletic Footwear,$55.00 ,900,"$4,95,000 ","$1,23,750 ",25%
Kohl's,OFF-BI-10004967,Los Angeles,Women's Street Footwear,$50.00 ,700,"$3,50,000 ","$1,40,000 ",40%
Kohl's,TEC-PH-10001760,Los Angeles,Women's Athletic Footwear,$50.00 ,700,"$3,50,000 ","$1,22,500 ",35%
Kohl's,FUR-TA-10002903,Los Angeles,Men's Apparel,$60.00 ,625,"$3,75,000 ","$2,06,250 ",55%
Kohl's,OFF-PA-10000474,Los Angeles,Women's Apparel,$65.00 ,725,"$4,71,250 ","$94,250 ",20%
Foot Locker,TEC-AC-10001956,Los Angeles,Men's Street Footwear,$45.00 ,475,"$2,13,750 ","$85,500 ",40%
Foot Locker,OFF-PA-10004100,Los Angeles,Men's Athletic Footwear,$45.00 ,275,"$1,23,750 ","$43,313 ",35%
Foot Locker,OFF-BI-10000778,Los Angeles,Women's Street Footwear,$35.00 ,275,"$96,250 ","$33,688 ",35%
Foot Locker,OFF-AP-10002684,Los Angeles,Women's Athletic Footwear,$40.00 ,125,"$50,000 ","$20,000 ",40%
Foot Locker,OFF-SU-10000646,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",35%
Foot Locker,OFF-FA-10002983,Chicago,Women's Apparel,$45.00 ,275,"$1,23,750 ","$61,875 ",50%
Foot Locker,OFF-LA-10004689,Chicago,Men's Street Footwear,$45.00 ,525,"$2,36,250 ","$94,500 ",40%
Foot Locker,TEC-AC-10002001,Chicago,Men's Athletic Footwear,$45.00 ,175,"$78,750 ","$27,563 ",35%
Foot Locker,FUR-BO-10004709,Chicago,Women's Street Footwear,$35.00 ,225,"$78,750 ","$27,563 ",35%
Foot Locker,FUR-FU-10004091,Chicago,Women's Athletic Footwear,$40.00 ,100,"$40,000 ","$16,000 ",40%
Foot Locker,FUR-CH-10001891,Chicago,Men's Apparel,$55.00 ,175,"$96,250 ","$33,688 ",35%
Foot Locker,FUR-FU-10002918,Chicago,Women's Apparel,$45.00 ,275,"$1,23,750 ","$61,875 ",50%
Foot Locker,OFF-BI-10004593,Chicago,Men's Street Footwear,$50.00 ,495,"$2,47,500 ","$99,000 ",40%
Foot Locker,OFF-FA-10004854,Chicago,Men's Athletic Footwear,$50.00 ,200,"$1,00,000 ","$35,000 ",35%
Foot Locker,OFF-PA-10002105,Chicago,Women's Street Footwear,$40.00 ,225,"$90,000 ","$31,500 ",35%
Foot Locker,OFF-ST-10002756,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$13,500 ",40%
Foot Locker,OFF-PA-10004243,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",35%
Foot Locker,FUR-FU-10001861,Chicago,Women's Apparel,$50.00 ,225,"$1,12,500 ","$56,250 ",50%
Foot Locker,OFF-BI-10002706,Chicago,Men's Street Footwear,$50.00 ,450,"$2,25,000 ","$90,000 ",40%
Foot Locker,FUR-TA-10002533,Chicago,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$26,250 ",35%
Foot Locker,FUR-FU-10002671,Chicago,Women's Street Footwear,$40.00 ,150,"$60,000 ","$21,000 ",35%
Foot Locker,OFF-AR-10003651,Chicago,Women's Athletic Footwear,$45.00 ,75,"$33,750 ","$13,500 ",40%
Foot Locker,OFF-BI-10001072,Chicago,Men's Apparel,$60.00 ,100,"$60,000 ","$21,000 ",35%
Foot Locker,OFF-AR-10002135,Chicago,Women's Apparel,$50.00 ,225,"$1,12,500 ","$56,250 ",50%
Foot Locker,OFF-AR-10002804,Chicago,Men's Street Footwear,$60.00 ,495,"$2,97,000 ","$1,18,800 ",40%
Foot Locker,FUR-FU-10001918,Chicago,Men's Athletic Footwear,$55.00 ,200,"$1,10,000 ","$38,500 ",35%
Foot Locker,FUR-CH-10004086,Chicago,Women's Street Footwear,$50.00 ,175,"$87,500 ","$30,625 ",35%
Foot Locker,FUR-FU-10001756,Chicago,Women's Athletic Footwear,$50.00 ,100,"$50,000 ","$20,000 ",40%
Foot Locker,OFF-LA-10000634,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",35%
Foot Locker,FUR-FU-10001588,Chicago,Women's Apparel,$65.00 ,250,"$1,62,500 ","$81,250 ",50%
Foot Locker,TEC-PH-10002398,Chicago,Men's Street Footwear,$50.00 ,500,"$2,50,000 ","$1,00,000 ",40%
Foot Locker,OFF-PA-10001937,Chicago,Men's Athletic Footwear,$45.00 ,250,"$1,12,500 ","$39,375 ",35%
Foot Locker,OFF-AR-10003373,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ","$28,000 ",35%
Foot Locker,FUR-CH-10002602,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ","$28,000 ",40%
Foot Locker,TEC-MA-10002927,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ","$30,625 ",35%
Foot Locker,TEC-PH-10004093,Chicago,Women's Apparel,$55.00 ,350,"$1,92,500 ","$96,250 ",50%
Foot Locker,TEC-AC-10000892,Chicago,Men's Street Footwear,$50.00 ,575,"$2,87,500 ","$1,15,000 ",40%
Foot Locker,OFF-ST-10002974,Chicago,Men's Athletic Footwear,$45.00 ,325,"$1,46,250 ","$51,188 ",35%
Foot Locker,OFF-FA-10000624,Chicago,Women's Street Footwear,$40.00 ,250,"$1,00,000 ","$35,000 ",35%
Foot Locker,OFF-BI-10004593,Chicago,Women's Athletic Footwear,$40.00 ,200,"$80,000 ","$32,000 ",40%
Foot Locker,TEC-AC-10001908,Chicago,Men's Apparel,$50.00 ,225,"$1,12,500 ","$39,375 ",35%
Foot Locker,FUR-FU-10001967,Chicago,Women's Apparel,$55.00 ,400,"$2,20,000 ","$1,10,000 ",50%
Foot Locker,TEC-PH-10003645,Chicago,Men's Street Footwear,$50.00 ,550,"$2,75,000 ","$1,10,000 ",40%
Foot Locker,OFF-ST-10000675,Chicago,Men's Athletic Footwear,$45.00 ,325,"$1,46,250 ","$51,188 ",35%
Foot Locker,FUR-CH-10003312,Chicago,Women's Street Footwear,$40.00 ,250,"$1,00,000 ","$35,000 ",35%
Foot Locker,OFF-LA-10001074,Chicago,Women's Athletic Footwear,$40.00 ,225,"$90,000 ","$36,000 ",40%
Foot Locker,OFF-BI-10001524,Chicago,Men's Apparel,$50.00 ,200,"$1,00,000 ","$35,000 ",35%
Foot Locker,TEC-PH-10004614,Chicago,Women's Apparel,$55.00 ,375,"$2,06,250 ","$1,03,125 ",50%
Foot Locker,OFF-BI-10001153,Chicago,Men's Street Footwear,$50.00 ,500,"$2,50,000 ","$1,00,000 ",40%
Foot Locker,OFF-BI-10001982,Chicago,Men's Athletic Footwear,$45.00 ,300,"$1,35,000 ","$47,250 ",35%
Foot Locker,OFF-BI-10001922,Chicago,Women's Street Footwear,$40.00 ,200,"$80,000 ","$28,000 ",35%
Foot Locker,TEC-CO-10001449,Chicago,Women's Athletic Footwear,$40.00 ,175,"$70,000 ","$28,000 ",40%
Foot Locker,OFF-BI-10004140,Chicago,Men's Apparel,$50.00 ,175,"$87,500 ","$30,625 ",35%
Foot Locker,OFF-BI-10003314,Chicago,Women's Apparel,$55.00 ,250,"$1,37,500 ","$68,750 ",50%
Foot Locker,FUR-TA-10004575,Chicago,Men's Street Footwear,$60.00 ,425,"$2,55,000 ","$1,02,000 ",40%
Foot Locker,OFF-FA-10000490,Chicago,Men's Athletic Footwear,$50.00 ,250,"$1,25,000 ","$43,750 ",35%
Foot Locker,OFF-AR-10000122,Chicago,Women's Street Footwear,$50.00 ,150,"$75,000 ","$26,250 ",35%
Foot Locker,OFF-BI-10003656,Chicago,Women's Athletic Footwear,$50.00 ,125,"$62,500 ","$25,000 ",40%
Foot Locker,OFF-FA-10002780,Chicago,Men's Apparel,$60.00 ,125,"$75,000 ","$26,250 ",35%
Foot Locker,TEC-PH-10000702,Chicago,Women's Apparel,$65.00 ,250,"$1,62,500 ","$81,250 ",50%
Foot Locker,OFF-ST-10000107,Chicago,Men's Street Footwear,$60.00 ,400,"$2,40,000 ","$96,000 ",40%
Foot Locker,TEC-PH-10002293,Chicago,Men's Athletic Footwear,$50.00 ,250,"$1,25,000 ","$43,750 ",35%
Foot Locker,OFF-AR-10004027,Chicago,Women's Street Footwear,$50.00 ,195,"$97,500 ","$34,125 ",35%
Foot Locker,OFF-PA-10000249,Chicago,Women's Athletic Footwear,$50.00 ,175,"$87,500 ","$35,000 ",40%
Foot Locker,OFF-AR-10001374,Chicago,Men's Apparel,$60.00 ,150,"$90,000 ","$31,500 ",35%
Foot Locker,TEC-AC-10000290,Chicago,Women's Apparel,$65.00 ,250,"$1,62,500 ","$81,250 ",50%
Foot Locker,OFF-PA-10001970,Chicago,Men's Street Footwear,$60.00 ,500,"$3,00,000 ","$1,20,000 ",40%
Foot Locker,OFF-BI-10002160,Chicago,Men's Athletic Footwear,$50.00 ,300,"$1,50,000 ","$52,500 ",35%
Foot Locker,OFF-PA-10001970,Chicago,Women's Street Footwear,$50.00 ,250,"$1,25,000 ","$43,750 ",35%
Foot Locker,OFF-BI-10004995,Chicago,Women's Athletic Footwear,$50.00 ,200,"$1,00,000 ","$40,000 ",40%
Foot Locker,FUR-BO-10002268,Chicago,Men's Apparel,$60.00 ,200,"$1,20,000 ","$42,000 ",35%
Foot Locker,OFF-EN-10001137,Chicago,Women's Apparel,$65.00 ,300,"$1,95,000 ","$97,500 ",50%
Sports Direct,OFF-AR-10002399,Chicago,Men's Street Footwear,$20.00 ,725,"$1,45,000 ","$43,500 ",30%
Sports Direct,OFF-PA-10002713,Chicago,Men's Athletic Footwear,$30.00 ,725,"$2,17,500 ","$65,250 ",30%
Sports Direct,OFF-PA-10002666,Chicago,Women's Street Footwear,$30.00 ,525,"$1,57,500 ","$47,250 ",30%
Sports Direct,OFF-AP-10001124,Chicago,Women's Athletic Footwear,$35.00 ,525,"$1,83,750 ","$73,500 ",40%
Sports Direct,OFF-LA-10001158,Dallas,Men's Apparel,$40.00 ,375,"$1,50,000 ","$37,500 ",25%
Sports Direct,OFF-LA-10001158,Dallas,Women's Apparel,$35.00 ,525,"$1,83,750 ","$82,688 ",45%
Sports Direct,FUR-CH-10000785,Dallas,Men's Street Footwear,$25.00 ,675,"$1,68,750 ","$50,625 ",30%
Sports Direct,OFF-AR-10003732,Dallas,Men's Athletic Footwear,$35.00 ,650,"$2,27,500 ","$68,250 ",30%
Sports Direct,FUR-FU-10000023,Dallas,Women's Street Footwear,$35.00 ,475,"$1,66,250 ","$49,875 ",30%
Sports Direct,OFF-ST-10001713,Dallas,Women's Athletic Footwear,$35.00 ,425,"$1,48,750 ","$59,500 ",40%
Sports Direct,OFF-BI-10002412,Dallas,Men's Apparel,$40.00 ,300,"$1,20,000 ","$30,000 ",25%
Sports Direct,OFF-SU-10001225,Dallas,Women's Apparel,$35.00 ,500,"$1,75,000 ","$78,750 ",45%
Sports Direct,OFF-ST-10002406,Dallas,Men's Street Footwear,$30.00 ,675,"$2,02,500 ","$70,875 ",35%
Sports Direct,FUR-BO-10002545,Dallas,Men's Athletic Footwear,$40.00 ,675,"$2,70,000 ","$94,500 ",35%
Sports Direct,OFF-PA-10002036,Dallas,Women's Street Footwear,$30.00 ,500,"$1,50,000 ","$52,500 ",35%
Sports Direct,OFF-ST-10002205,Dallas,Women's Athletic Footwear,$35.00 ,400,"$1,40,000 ","$63,000 ",45%
Sports Direct,OFF-BI-10001982,Dallas,Men's Apparel,$40.00 ,300,"$1,20,000 ","$36,000 ",30%
Sports Direct,TEC-AC-10003911,Dallas,Women's Apparel,$35.00 ,450,"$1,57,500 ","$78,750 ",50%
Sports Direct,OFF-AR-10000658,Dallas,Men's Street Footwear,$20.00 ,700,"$1,40,000 ","$49,000 ",35%
Sports Direct,TEC-AC-10002076,Dallas,Men's Athletic Footwear,$30.00 ,700,"$2,10,000 ","$73,500 ",35%
Sports Direct,OFF-PA-10003039,Dallas,Women's Street Footwear,$25.00 ,525,"$1,31,250 ","$45,938 ",35%
Sports Direct,FUR-TA-10004915,Dallas,Women's Athletic Footwear,$30.00 ,425,"$1,27,500 ","$57,375 ",45%
Sports Direct,OFF-AP-10000696,Dallas,Men's Apparel,$35.00 ,325,"$1,13,750 ","$34,125 ",30%
Sports Direct,OFF-ST-10003327,Dallas,Women's Apparel,$30.00 ,600,"$1,80,000 ","$90,000 ",50%
Sports Direct,OFF-BI-10000309,Dallas,Men's Street Footwear,$20.00 ,750,"$1,50,000 ","$52,500 ",35%
Sports Direct,OFF-PA-10004734,Dallas,Men's Athletic Footwear,$30.00 ,775,"$2,32,500 ","$81,375 ",35%
Sports Direct,OFF-BI-10002225,Dallas,Women's Street Footwear,$25.00 ,625,"$1,56,250 ","$54,688 ",35%
Sports Direct,TEC-AC-10004708,Dallas,Women's Athletic Footwear,$35.00 ,550,"$1,92,500 ","$86,625 ",45%
Sports Direct,FUR-TA-10000617,Dallas,Men's Apparel,$50.00 ,450,"$2,25,000 ","$67,500 ",30%
Sports Direct,TEC-AC-10002335,Dallas,Women's Apparel,$45.00 ,800,"$3,60,000 ","$1,80,000 ",50%
Sports Direct,TEC-MA-10001681,Dallas,Men's Street Footwear,$45.00 ,800,"$3,60,000 ","$1,26,000 ",35%
Sports Direct,FUR-FU-10001935,Dallas,Men's Athletic Footwear,$50.00 ,800,"$4,00,000 ","$1,40,000 ",35%
Sports Direct,OFF-AR-10004757,Dallas,Women's Street Footwear,$45.00 ,650,"$2,92,500 ","$1,02,375 ",35%
Sports Direct,OFF-BI-10000050,Dallas,Women's Athletic Footwear,$45.00 ,600,"$2,70,000 ","$1,21,500 ",45%
Sports Direct,TEC-AC-10001998,Dallas,Men's Apparel,$50.00 ,500,"$2,50,000 ","$75,000 ",30%
Sports Direct,TEC-PH-10003012,Dallas,Women's Apparel,$55.00 ,875,"$4,81,250 ","$2,40,625 ",50%
Sports Direct,TEC-CO-10002313,Dallas,Men's Street Footwear,$45.00 ,825,"$3,71,250 ","$1,48,500 ",40%
Sports Direct,OFF-BI-10003982,Dallas,Men's Athletic Footwear,$50.00 ,825,"$4,12,500 ","$1,65,000 ",40%
Sports Direct,OFF-BI-10004492,Dallas,Women's Street Footwear,$45.00 ,975,"$4,38,750 ","$1,75,500 ",40%
Sports Direct,OFF-ST-10000798,Dallas,Women's Athletic Footwear,$45.00 ,575,"$2,58,750 ","$1,29,375 ",50%
Sports Direct,OFF-PA-10002552,Dallas,Men's Apparel,$50.00 ,575,"$2,87,500 ","$1,00,625 ",35%
Sports Direct,OFF-SU-10002573,Dallas,Women's Apparel,$60.00 ,850,"$5,10,000 ","$2,80,500 ",55%
Sports Direct,OFF-ST-10001580,Dallas,Men's Street Footwear,$50.00 ,800,"$4,00,000 ","$1,60,000 ",40%
Sports Direct,FUR-BO-10004834,Dallas,Men's Athletic Footwear,$55.00 ,800,"$4,40,000 ","$1,76,000 ",40%
Sports Direct,OFF-ST-10000934,Dallas,Women's Street Footwear,$50.00 ,975,"$4,87,500 ","$1,95,000 ",40%
Sports Direct,TEC-AC-10000158,Dallas,Women's Athletic Footwear,$50.00 ,525,"$2,62,500 ","$1,31,250 ",50%
Sports Direct,OFF-PA-10001947,Dallas,Men's Apparel,$55.00 ,525,"$2,88,750 ","$1,01,063 ",35%
Sports Direct,OFF-AR-10003478,Dallas,Women's Apparel,$60.00 ,775,"$4,65,000 ","$2,55,750 ",55%
Sports Direct,OFF-AP-10004249,Dallas,Men's Street Footwear,$55.00 ,725,"$3,98,750 ","$1,59,500 ",40%
Sports Direct,TEC-AC-10000158,Dallas,Men's Athletic Footwear,$55.00 ,675,"$3,71,250 ","$1,48,500 ",40%
Sports Direct,TEC-CO-10004115,Dallas,Women's Street Footwear,$60.00 ,725,"$4,35,000 ","$1,74,000 ",40%
Sports Direct,OFF-PA-10003724,Dallas,Women's Athletic Footwear,$60.00 ,450,"$2,70,000 ","$1,35,000 ",50%
Sports Direct,FUR-TA-10002041,Dallas,Men's Apparel,$55.00 ,450,"$2,47,500 ","$86,625 ",35%
Sports Direct,OFF-PA-10002893,Dallas,Women's Apparel,$50.00 ,675,"$3,37,500 ","$1,85,625 ",55%
Sports Direct,OFF-LA-10003766,Dallas,Men's Street Footwear,$40.00 ,625,"$2,50,000 ","$1,00,000 ",40%
Sports Direct,OFF-PA-10001970,Dallas,Men's Athletic Footwear,$40.00 ,625,"$2,50,000 ","$1,00,000 ",40%
Sports Direct,FUR-BO-10001972,Dallas,Women's Street Footwear,$45.00 ,575,"$2,58,750 ","$1,03,500 ",40%
Sports Direct,FUR-CH-10003956,Dallas,Women's Athletic Footwear,$45.00 ,425,"$1,91,250 ","$95,625 ",50%
Sports Direct,OFF-PA-10000157,Dallas,Men's Apparel,$40.00 ,400,"$1,60,000 ","$56,000 ",35%
Sports Direct,FUR-CH-10001891,Dallas,Women's Apparel,$50.00 ,575,"$2,87,500 ","$1,58,125 ",55%
Sports Direct,OFF-AR-10004344,Dallas,Men's Street Footwear,$40.00 ,725,"$2,90,000 ","$1,16,000 ",40%
Sports Direct,FUR-CH-10004886,Dallas,Men's Athletic Footwear,$40.00 ,725,"$2,90,000 ","$1,16,000 ",40%
Sports Direct,OFF-PA-10003845,Dallas,Women's Street Footwear,$65.00 ,650,"$4,22,500 ","$1,69,000 ",40%
Sports Direct,OFF-AR-10001573,Dallas,Women's Athletic Footwear,$65.00 ,500,"$3,25,000 ","$1,62,500 ",50%
Sports Direct,OFF-EN-10000483,Dallas,Men's Apparel,$60.00 ,475,"$2,85,000 ","$99,750 ",35%
Sports Direct,TEC-AC-10004114,Dallas,Women's Apparel,$70.00 ,675,"$4,72,500 ","$2,59,875 ",55%
Sports Direct,FUR-FU-10004712,Dallas,Men's Street Footwear,$60.00 ,825,"$4,95,000 ","$1,98,000 ",40%
Sports Direct,OFF-ST-10000918,Dallas,Men's Athletic Footwear,$60.00 ,825,"$4,95,000 ","$1,98,000 ",40%
Sports Direct,FUR-CH-10000015,Dallas,Women's Street Footwear,$65.00 ,725,"$4,71,250 ","$1,88,500 ",40%
Sports Direct,FUR-FU-10003347,Dallas,Women's Athletic Footwear,$65.00 ,575,"$3,73,750 ","$1,86,875 ",50%
Sports Direct,OFF-BI-10001543,Dallas,Men's Apparel,$60.00 ,525,"$3,15,000 ","$1,10,250 ",35%
Sports Direct,TEC-MA-10000029,Dallas,Women's Apparel,$70.00 ,775,"$5,42,500 ","$2,98,375 ",55%
Foot Locker,OFF-AR-10000369,Dallas,Men's Street Footwear,$45.00 ,425,"$1,91,250 ","$1,05,188 ",55%
Foot Locker,OFF-BI-10004584,Dallas,Men's Athletic Footwear,$45.00 ,225,"$1,01,250 ","$35,438 ",35%
Foot Locker,TEC-AC-10004659,Dallas,Women's Street Footwear,$35.00 ,225,"$78,750 ","$31,500 ",40%
Foot Locker,TEC-AC-10004659,Dallas,Women's Athletic Footwear,$40.00 ,75,"$30,000 ","$12,000 ",40%
Foot Locker,OFF-ST-10000617,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$24,063 ",35%
Foot Locker,OFF-ST-10003306,Philadelphia,Women's Apparel,$45.00 ,225,"$1,01,250 ","$30,375 ",30%
Foot Locker,OFF-BI-10000773,Philadelphia,Men's Street Footwear,$45.00 ,475,"$2,13,750 ","$1,17,563 ",55%
Foot Locker,TEC-AC-10002600,Philadelphia,Men's Athletic Footwear,$45.00 ,125,"$56,250 ","$19,688 ",35%
Foot Locker,TEC-MA-10002937,Philadelphia,Women's Street Footwear,$35.00 ,175,"$61,250 ","$24,500 ",40%
Foot Locker,OFF-PA-10001970,Philadelphia,Women's Athletic Footwear,$40.00 ,50,"$20,000 ","$8,000 ",40%
Foot Locker,OFF-PA-10002230,Philadelphia,Men's Apparel,$55.00 ,125,"$68,750 ","$24,063 ",35%
Foot Locker,FUR-CH-10003396,Philadelphia,Women's Apparel,$45.00 ,225,"$1,01,250 ","$30,375 ",30%
Foot Locker,FUR-FU-10000246,Philadelphia,Men's Street Footwear,$50.00 ,445,"$2,22,500 ","$1,22,375 ",55%
Foot Locker,OFF-ST-10000060,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"$75,000 ","$26,250 ",35%
Foot Locker,OFF-ST-10003058,Philadelphia,Women's Street Footwear,$40.00 ,175,"$70,000 ","$28,000 ",40%
Foot Locker,OFF-PA-10002222,Philadelphia,Women's Athletic Footwear,$45.00 ,25,"$11,250 ","$4,500 ",40%
Foot Locker,FUR-CH-10002372,Philadelphia,Men's Apparel,$60.00 ,75,"$45,000 ","$13,500 ",30%
