Age,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate
46,1254,Sales,10,Life Sciences,1869,Female,64,Sales Executive,Married,7314,14011
27,1131,Research & Development,15,Life Sciences,1870,Female,77,Research Scientist,Married,4774,23844
39,835,Research & Development,19,Other,1871,Male,41,Research Scientist,Divorced,3902,5141
55,836,Research & Development,2,Technical Degree,1873,Male,98,Research Scientist,Married,2662,7975
28,1172,Sales,3,Medical,1875,Female,78,Sales Representative,Married,2856,3692
30,945,Sales,9,Medical,1876,Male,89,Sales Representative,Single,1081,16019
22,391,Research & Development,7,Life Sciences,1878,Male,75,Research Scientist,Single,2472,26092
36,1266,Sales,10,Technical Degree,1880,Female,63,Sales Executive,Married,5673,6060
31,311,Research & Development,20,Life Sciences,1881,Male,89,Laboratory Technician,Divorced,4197,18624
34,1480,Sales,4,Life Sciences,1882,Male,64,Sales Executive,Married,9713,24444
29,592,Research & Development,7,Life Sciences,1883,Male,59,Laboratory Technician,Single,2062,19384
37,783,Research & Development,7,Medical,1885,Male,78,Research Scientist,Married,4284,13588
35,219,Research & Development,16,Other,1886,Female,44,Manufacturing Director,Married,4788,25388
45,556,Research & Development,25,Life Sciences,1888,Female,93,Manufacturing Director,Married,5906,23888
36,1213,Human Resources,2,Human Resources,1890,Male,94,Human Resources,Single,3886,4223
40,1137,Research & Development,1,Life Sciences,1892,Male,98,Manager,Divorced,16823,18991
26,482,Research & Development,1,Life Sciences,1893,Female,90,Research Scientist,Married,2933,14908
27,511,Sales,2,Medical,1898,Female,89,Sales Executive,Single,6500,26997
48,117,Research & Development,22,Medical,1900,Female,58,Manager,Divorced,17174,2437
44,170,Research & Development,1,Life Sciences,1903,Male,78,Healthcare Representative,Married,5033,9364
34,967,Research & Development,16,Technical Degree,1905,Male,85,Research Scientist,Married,2307,14460
56,1162,Research & Development,24,Life Sciences,1907,Male,97,Laboratory Technician,Single,2587,10261
36,335,Sales,17,Marketing,1908,Male,33,Sales Executive,Married,5507,16822
41,337,Sales,8,Marketing,1909,Female,54,Sales Executive,Married,4393,26841
42,1396,Research & Development,6,Medical,1911,Male,83,Research Director,Married,13348,14842
31,1079,Sales,10,Medical,1912,Female,86,Sales Executive,Divorced,6583,20115
34,735,Sales,3,Medical,1915,Female,75,Sales Executive,Married,8103,16495
31,471,Research & Development,4,Medical,1916,Female,62,Laboratory Technician,Divorced,3978,16031
26,1096,Research & Development,6,Other,1918,Male,61,Laboratory Technician,Married,2544,7102
45,1297,Research & Development,1,Medical,1922,Male,44,Healthcare Representative,Single,5399,14511
33,217,Sales,10,Marketing,1924,Male,43,Sales Executive,Single,5487,10410
28,783,Sales,1,Life Sciences,1927,Male,42,Sales Executive,Married,6834,19255
29,746,Sales,24,Technical Degree,1928,Male,45,Sales Representative,Single,1091,10642
39,1251,Sales,21,Life Sciences,1929,Female,32,Sales Executive,Married,5736,3987
27,1354,Research & Development,2,Technical Degree,1931,Male,41,Research Scientist,Married,2226,6073
34,735,Research & Development,22,Other,1932,Male,86,Research Scientist,Married,5747,26496
28,1475,Sales,13,Marketing,1933,Female,84,Sales Executive,Single,9854,23352
47,1169,Research & Development,14,Technical Degree,1934,Male,64,Research Scientist,Married,5467,2125
56,1443,Sales,11,Marketing,1935,Female,89,Sales Executive,Married,5380,20328
39,867,Research & Development,9,Medical,1936,Male,87,Manufacturing Director,Married,5151,12315
38,1394,Research & Development,8,Medical,1937,Female,58,Research Scientist,Divorced,2133,18115
58,605,Sales,21,Life Sciences,1938,Female,72,Manager,Married,17875,11761
32,238,Research & Development,5,Life Sciences,1939,Female,47,Research Scientist,Single,2432,15318
38,1206,Research & Development,9,Life Sciences,1940,Male,71,Research Scientist,Divorced,4771,14293
49,1064,Research & Development,2,Life Sciences,1941,Male,42,Research Director,Married,19161,13738
42,419,Sales,12,Marketing,1943,Male,77,Sales Executive,Divorced,5087,2900
27,1337,Human Resources,22,Human Resources,1944,Female,58,Human Resources,Married,2863,19555
35,682,Sales,18,Medical,1945,Male,71,Sales Executive,Married,5561,15975
28,1103,Research & Development,16,Medical,1947,Male,49,Research Scientist,Single,2144,2122
31,976,Research & Development,3,Medical,1948,Male,48,Research Scientist,Divorced,3065,3995
36,1351,Research & Development,9,Life Sciences,1949,Male,66,Laboratory Technician,Married,2810,9238
34,937,Sales,1,Marketing,1950,Male,32,Sales Executive,Single,9888,6770
34,1239,Sales,13,Medical,1951,Male,39,Sales Executive,Divorced,8628,22914
26,157,Research & Development,1,Medical,1952,Male,95,Laboratory Technician,Single,2867,20006
29,136,Research & Development,1,Life Sciences,1954,Male,89,Healthcare Representative,Married,5373,6225
32,1146,Research & Development,15,Medical,1955,Female,34,Healthcare Representative,Divorced,6667,16542
31,1125,Research & Development,1,Life Sciences,1956,Male,48,Research Scientist,Married,5003,5771
28,1404,Research & Development,17,Technical Degree,1960,Male,32,Laboratory Technician,Divorced,2367,18779
38,1404,Sales,1,Life Sciences,1961,Male,59,Sales Representative,Single,2858,11473
35,1224,Sales,7,Life Sciences,1962,Female,55,Sales Executive,Married,5204,13586
27,954,Sales,9,Marketing,1965,Male,44,Sales Executive,Single,4105,5099
32,1373,Research & Development,5,Life Sciences,1966,Male,56,Manufacturing Director,Single,9679,10138
31,754,Sales,26,Marketing,1967,Male,63,Sales Executive,Married,5617,21075
53,1168,Sales,24,Life Sciences,1968,Male,66,Sales Executive,Single,10448,5843
54,155,Research & Development,9,Life Sciences,1969,Female,67,Research Scientist,Married,2897,22474
33,1303,Research & Development,7,Life Sciences,1970,Male,36,Healthcare Representative,Divorced,5968,18079
43,574,Research & Development,11,Life Sciences,1971,Male,30,Healthcare Representative,Married,7510,16873
38,1444,Human Resources,1,Other,1972,Male,88,Human Resources,Married,2991,5224
55,189,Human Resources,26,Human Resources,1973,Male,71,Manager,Married,19636,25811
31,1276,Research & Development,2,Medical,1974,Female,59,Laboratory Technician,Divorced,1129,17536
39,119,Sales,15,Marketing,1975,Male,77,Sales Executive,Single,13341,25098
42,335,Research & Development,23,Life Sciences,1976,Male,37,Research Scientist,Single,4332,14811
31,697,Research & Development,10,Medical,1979,Female,40,Research Director,Married,11031,26862
54,157,Research & Development,10,Medical,1980,Female,77,Manufacturing Director,Single,4440,25198
24,771,Research & Development,1,Life Sciences,1981,Male,45,Healthcare Representative,Single,4617,14120
23,571,Research & Development,12,Other,1982,Male,78,Laboratory Technician,Single,2647,13672
40,692,Research & Development,11,Technical Degree,1985,Female,73,Laboratory Technician,Married,6323,26849
40,444,Sales,2,Marketing,1986,Female,92,Sales Executive,Married,5677,4258
25,309,Human Resources,2,Human Resources,1987,Female,82,Human Resources,Married,2187,19655
30,911,Research & Development,1,Medical,1989,Male,76,Laboratory Technician,Married,3748,4077
25,977,Research & Development,2,Other,1992,Male,57,Laboratory Technician,Divorced,3977,7298
47,1180,Research & Development,25,Medical,1993,Male,84,Healthcare Representative,Single,8633,13084
33,1313,Research & Development,1,Medical,1994,Male,59,Laboratory Technician,Divorced,2008,20439
38,1321,Sales,1,Life Sciences,1995,Male,86,Sales Executive,Married,4440,7636
31,1154,Sales,2,Life Sciences,1996,Male,54,Sales Representative,Married,3067,6393
38,508,Research & Development,6,Life Sciences,1997,Male,72,Manufacturing Director,Married,5321,14284
42,557,Research & Development,18,Life Sciences,1998,Male,35,Research Scientist,Divorced,5410,11189
41,642,Research & Development,1,Life Sciences,1999,Male,76,Research Scientist,Married,2782,21412
47,1162,Research & Development,1,Medical,2000,Female,98,Research Director,Married,11957,17231
35,1490,Research & Development,11,Medical,2003,Male,43,Laboratory Technician,Married,2660,20232
22,581,Research & Development,1,Life Sciences,2007,Male,63,Research Scientist,Single,3375,17624
35,1395,Research & Development,9,Medical,2008,Male,48,Research Scientist,Single,5098,18698
33,501,Research & Development,15,Medical,2009,Female,95,Healthcare Representative,Married,4878,21653
32,267,Research & Development,29,Life Sciences,2010,Female,49,Laboratory Technician,Single,2837,15919
40,543,Research & Development,1,Life Sciences,2012,Male,83,Laboratory Technician,Married,2406,4060
32,234,Sales,1,Medical,2013,Male,68,Sales Representative,Married,2269,18024
39,116,Research & Development,24,Life Sciences,2014,Male,52,Research Scientist,Single,4108,5340
38,201,Research & Development,10,Medical,2015,Female,99,Research Director,Married,13206,3376
32,801,Sales,1,Marketing,2016,Female,48,Sales Executive,Married,10422,24032
37,161,Research & Development,10,Life Sciences,2017,Female,42,Research Director,Married,13744,15471
25,1382,Sales,8,Other,2018,Female,85,Sales Executive,Divorced,4907,13684
52,585,Sales,29,Life Sciences,2019,Male,40,Sales Representative,Divorced,3482,19788
44,1037,Research & Development,1,Medical,2020,Male,42,Research Scientist,Single,2436,13422
21,501,Sales,5,Medical,2021,Male,58,Sales Representative,Single,2380,25479
39,105,Research & Development,9,Life Sciences,2022,Male,87,Manager,Single,19431,15302
23,638,Sales,9,Marketing,2023,Male,33,Sales Representative,Married,1790,26956
36,557,Sales,3,Medical,2024,Female,94,Sales Executive,Married,7644,12695
36,688,Research & Development,4,Life Sciences,2025,Female,97,Manufacturing Director,Divorced,5131,9192
56,667,Research & Development,1,Life Sciences,2026,Male,57,Healthcare Representative,Divorced,6306,26236
29,1092,Research & Development,1,Medical,2027,Male,36,Research Scientist,Married,4787,26124
42,300,Research & Development,2,Life Sciences,2031,Male,56,Manager,Married,18880,17312
56,310,Research & Development,7,Technical Degree,2032,Male,72,Laboratory Technician,Married,2339,3666
41,582,Research & Development,28,Life Sciences,2034,Female,60,Manufacturing Director,Married,13570,5640
34,704,Sales,28,Marketing,2035,Female,95,Sales Executive,Married,6712,8978
36,301,Sales,15,Marketing,2036,Male,88,Sales Executive,Divorced,5406,10436
41,930,Sales,3,Life Sciences,2037,Male,57,Sales Executive,Divorced,8938,12227
32,529,Research & Development,2,Technical Degree,2038,Male,78,Research Scientist,Single,2439,11288
35,1146,Human Resources,26,Life Sciences,2040,Female,31,Human Resources,Single,8837,16642
38,345,Sales,10,Life Sciences,2041,Female,100,Sales Executive,Married,5343,5982
50,878,Sales,1,Life Sciences,2044,Male,94,Sales Executive,Divorced,6728,14255
36,1120,Sales,11,Marketing,2045,Female,100,Sales Executive,Married,6652,14369
45,374,Sales,20,Life Sciences,2046,Female,50,Sales Executive,Single,4850,23333
40,1322,Research & Development,2,Life Sciences,2048,Male,52,Research Scientist,Single,2809,2725
35,1199,Research & Development,18,Life Sciences,2049,Male,80,Healthcare Representative,Married,5689,24594
40,1194,Research & Development,2,Medical,2051,Female,98,Research Scientist,Married,2001,12549
35,287,Research & Development,1,Life Sciences,2052,Female,62,Research Scientist,Married,2977,8952
29,1378,Research & Development,13,Other,2053,Male,46,Laboratory Technician,Married,4025,23679
29,468,Research & Development,28,Medical,2054,Female,73,Research Scientist,Single,3785,8489
50,410,Sales,28,Marketing,2055,Male,39,Sales Executive,Divorced,10854,16586
39,722,Sales,24,Marketing,2056,Female,60,Sales Executive,Married,12031,8828
31,325,Research & Development,5,Medical,2057,Male,74,Manufacturing Director,Single,9936,3787
26,1167,Sales,5,Other,2060,Female,30,Sales Representative,Single,2966,21378
36,884,Research & Development,23,Medical,2061,Male,41,Laboratory Technician,Married,2571,12290
39,613,Research & Development,6,Medical,2062,Male,42,Healthcare Representative,Married,9991,21457
27,155,Research & Development,4,Life Sciences,2064,Male,87,Manufacturing Director,Married,6142,5174
49,1023,Sales,2,Medical,2065,Male,63,Sales Executive,Married,5390,13243
34,628,Research & Development,8,Medical,2068,Male,82,Laboratory Technician,Married,4404,10228
